epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
71,1249.96,0.6548,0.63818,0.92141,0.63356,0.6117,0.62881,0.53039,0.671,0.85735,0.97034,0.00038375,0.00038375,0.00038375
72,1267.61,0.64108,0.62046,0.92003,0.64793,0.65079,0.64792,0.5444,0.66914,0.83765,0.97184,0.000371375,0.000371375,0.000371375
73,1285.34,0.64414,0.59644,0.92289,0.67628,0.65309,0.67951,0.56767,0.66774,0.80732,0.96935,0.000359,0.000359,0.000359
74,1302.95,0.63089,0.63301,0.91036,0.70514,0.57252,0.65339,0.55067,0.68274,0.85306,0.96731,0.000346625,0.000346625,0.000346625
75,1320.59,0.62823,0.59727,0.90961,0.62773,0.62791,0.65398,0.55608,0.67111,0.81944,0.97452,0.00033425,0.00033425,0.00033425
76,1338.53,0.64666,0.60648,0.92314,0.68275,0.64252,0.64124,0.53905,0.66945,0.86952,0.97061,0.000321875,0.000321875,0.000321875
77,1356.56,0.62006,0.58942,0.90089,0.58225,0.62873,0.63914,0.53623,0.68489,0.85575,0.98039,0.0003095,0.0003095,0.0003095
78,1374.22,0.63466,0.60051,0.9188,0.71498,0.5725,0.63717,0.53735,0.67338,0.83929,0.96899,0.000297125,0.000297125,0.000297125
79,1391.88,0.63387,0.59007,0.91067,0.56287,0.66375,0.64727,0.55448,0.67083,0.88312,0.96857,0.00028475,0.00028475,0.00028475
80,1409.45,0.61616,0.57289,0.91149,0.63226,0.67441,0.63732,0.5379,0.67663,0.85497,0.97676,0.000272375,0.000272375,0.000272375
81,1427.09,0.6159,0.58819,0.91179,0.60188,0.7038,0.66522,0.55937,0.66225,0.83955,0.96592,0.00026,0.00026,0.00026
82,1444.6,0.62252,0.58982,0.91173,0.57308,0.72887,0.65387,0.54625,0.66118,0.85152,0.97031,0.000247625,0.000247625,0.000247625
83,1462.18,0.60479,0.54838,0.90322,0.62475,0.66707,0.65797,0.55506,0.66621,0.84043,0.9695,0.00023525,0.00023525,0.00023525
84,1479.94,0.61302,0.55565,0.90642,0.65666,0.64461,0.64496,0.55045,0.6632,0.82688,0.96854,0.000222875,0.000222875,0.000222875
85,1497.56,0.61286,0.56344,0.9045,0.6816,0.57858,0.64048,0.54416,0.6764,0.86306,0.97902,0.0002105,0.0002105,0.0002105
86,1515.22,0.61715,0.55877,0.90789,0.62385,0.64306,0.63442,0.5436,0.67223,0.8643,0.9747,0.000198125,0.000198125,0.000198125
87,1532.92,0.60666,0.53274,0.89942,0.75567,0.53565,0.64191,0.54981,0.6621,0.82865,0.96644,0.00018575,0.00018575,0.00018575
88,1550.52,0.60624,0.54377,0.90506,0.55986,0.65407,0.60924,0.51824,0.67102,0.93292,0.96975,0.000173375,0.000173375,0.000173375
89,1568.39,0.61227,0.52756,0.91225,0.55379,0.68851,0.65074,0.55065,0.67194,0.84324,0.96971,0.000161,0.000161,0.000161
90,1586.13,0.59425,0.52146,0.90327,0.58419,0.67421,0.63249,0.53316,0.67035,0.87067,0.9703,0.000148625,0.000148625,0.000148625
91,1628.7,0.58081,0.52285,0.92653,0.69063,0.57046,0.63198,0.53731,0.68193,0.88602,0.98262,0.00013625,0.00013625,0.00013625
92,1646.42,0.57803,0.49235,0.90978,0.64092,0.57041,0.58634,0.49824,0.67872,0.94307,0.97998,0.000123875,0.000123875,0.000123875
93,1664.39,0.5802,0.49365,0.92412,0.6228,0.62505,0.62181,0.53128,0.67666,0.89795,0.98225,0.0001115,0.0001115,0.0001115
94,1682.19,0.57768,0.48667,0.91612,0.66099,0.59048,0.61048,0.51827,0.68152,0.90298,0.97936,9.9125e-05,9.9125e-05,9.9125e-05
95,1699.58,0.56906,0.47227,0.9089,0.58769,0.62676,0.62578,0.53699,0.66427,0.87734,0.96967,8.675e-05,8.675e-05,8.675e-05
96,1717.69,0.56493,0.47895,0.90513,0.63426,0.59377,0.61117,0.52249,0.66657,0.90866,0.96946,7.4375e-05,7.4375e-05,7.4375e-05
97,1735.21,0.56535,0.4636,0.91141,0.63863,0.60538,0.62856,0.53615,0.66186,0.89226,0.96839,6.2e-05,6.2e-05,6.2e-05
98,1752.31,0.56257,0.46613,0.90915,0.59526,0.64835,0.63811,0.54652,0.66178,0.87648,0.96781,4.9625e-05,4.9625e-05,4.9625e-05
99,1769.38,0.57335,0.46992,0.91063,0.60327,0.63037,0.61929,0.52987,0.66963,0.87479,0.9743,3.725e-05,3.725e-05,3.725e-05
100,1787.06,0.55951,0.46046,0.90856,0.69672,0.57054,0.62328,0.53437,0.66462,0.87395,0.96881,2.4875e-05,2.4875e-05,2.4875e-05
