epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,90.0305,1.97964,1.37316,0.95189,0.45335,0.60445,0.56442,0.32921,1.84545,1.18887,0.93963,0.00073025,0.00073025,0.00073025
44,92.1419,1.87796,1.27852,0.94651,0.45655,0.59075,0.58959,0.32412,1.77682,1.15403,0.9321,0.000717875,0.000717875,0.000717875
45,94.2882,1.88184,1.28677,0.94921,0.90118,0.52412,0.64103,0.38874,1.75792,1.12804,0.93147,0.0007055,0.0007055,0.0007055
46,96.6441,1.87793,1.27052,0.94542,0.65444,0.52568,0.62295,0.37688,1.70999,1.14572,0.92175,0.000693125,0.000693125,0.000693125
47,98.803,1.83376,1.34194,0.92883,0.63189,0.52814,0.61242,0.37368,1.71279,1.16099,0.92227,0.00068075,0.00068075,0.00068075
48,100.83,1.86326,1.29094,0.92179,0.70066,0.38014,0.59244,0.33396,1.78921,1.21015,0.93281,0.000668375,0.000668375,0.000668375
49,102.858,1.88428,1.28884,0.92065,0.71777,0.37329,0.55014,0.28671,1.81609,1.31196,0.94893,0.000656,0.000656,0.000656
50,104.886,1.86929,1.28588,0.9458,0.6184,0.4553,0.59409,0.37091,1.72282,1.23991,0.92508,0.000643625,0.000643625,0.000643625
51,106.888,1.86338,1.26204,0.95577,0.50276,0.47346,0.5983,0.38647,1.68404,1.16745,0.91965,0.00063125,0.00063125,0.00063125
52,108.944,1.87326,1.26041,0.9367,0.35814,0.58048,0.61054,0.3557,1.88942,1.23331,0.94435,0.000618875,0.000618875,0.000618875
53,110.907,1.79427,1.26949,0.93102,0.37746,0.6791,0.6036,0.37732,1.88778,1.25253,0.94313,0.0006065,0.0006065,0.0006065
54,112.945,1.72837,1.15321,0.91898,0.54408,0.59418,0.63183,0.40875,1.69517,1.13587,0.92418,0.000594125,0.000594125,0.000594125
55,114.905,1.79177,1.2551,0.93828,0.61781,0.5783,0.61803,0.39465,1.71457,1.16226,0.92244,0.00058175,0.00058175,0.00058175
56,116.874,1.79794,1.18696,0.92744,0.43441,0.5214,0.55158,0.27403,1.82019,1.22192,0.94321,0.000569375,0.000569375,0.000569375
57,118.798,1.72443,1.23634,0.92776,0.91994,0.41086,0.47307,0.26533,1.8332,1.25573,0.95071,0.000557,0.000557,0.000557
58,120.771,1.74481,1.24627,0.92674,0.80245,0.50771,0.55272,0.31446,1.86179,1.20439,0.96541,0.000544625,0.000544625,0.000544625
59,122.744,1.79339,1.19353,0.92266,0.79065,0.5087,0.55246,0.33034,1.76941,1.18287,0.94989,0.00053225,0.00053225,0.00053225
60,124.713,1.65241,1.13832,0.91241,0.37724,0.55396,0.54767,0.31012,1.8049,1.24199,0.95954,0.000519875,0.000519875,0.000519875
61,126.645,1.85716,1.29612,0.93616,0.9565,0.39682,0.51065,0.31055,1.80922,1.23811,0.96161,0.0005075,0.0005075,0.0005075
62,128.647,1.67263,1.16568,0.90961,0.89203,0.5416,0.58272,0.41404,1.73182,1.15023,0.92492,0.000495125,0.000495125,0.000495125
63,130.56,1.67763,1.11076,0.92188,0.60351,0.56336,0.58642,0.4337,1.67692,1.10781,0.92606,0.00048275,0.00048275,0.00048275
64,132.558,1.75439,1.10211,0.92967,0.55199,0.58048,0.58698,0.43248,1.64202,1.08373,0.91878,0.000470375,0.000470375,0.000470375
65,134.46,1.65621,1.06458,0.92511,0.48104,0.58733,0.59343,0.40416,1.71219,1.12827,0.92294,0.000458,0.000458,0.000458
66,136.409,1.59763,1.1276,0.90412,0.50712,0.57705,0.61773,0.41964,1.73568,1.144,0.92753,0.000445625,0.000445625,0.000445625
67,138.34,1.73963,1.18463,0.90328,0.57407,0.56737,0.6012,0.40339,1.70665,1.13655,0.92096,0.00043325,0.00043325,0.00043325
68,140.323,1.71383,1.1222,0.93097,0.60249,0.52226,0.61622,0.3905,1.69458,1.1525,0.91718,0.000420875,0.000420875,0.000420875
69,142.262,1.7114,1.12544,0.90232,0.62788,0.50514,0.64059,0.4042,1.69085,1.11433,0.91602,0.0004085,0.0004085,0.0004085
70,144.29,1.68576,1.16696,0.906,0.69011,0.52114,0.62896,0.40259,1.68177,1.04581,0.91539,0.000396125,0.000396125,0.000396125
71,146.238,1.74127,1.14653,0.90933,0.64799,0.54018,0.62566,0.40095,1.68639,1.05028,0.92363,0.00038375,0.00038375,0.00038375
72,148.247,1.6419,1.08725,0.91523,0.64082,0.53938,0.61084,0.40024,1.70996,1.01819,0.92876,0.000371375,0.000371375,0.000371375
73,150.298,1.74172,1.22736,0.93118,0.70073,0.52911,0.61247,0.397,1.6976,1.01411,0.93193,0.000359,0.000359,0.000359
74,152.291,1.72229,1.1959,0.93337,0.57025,0.57235,0.61241,0.40051,1.679,1.09263,0.92524,0.000346625,0.000346625,0.000346625
75,154.233,1.70767,1.18417,0.91856,0.52912,0.53168,0.54584,0.36391,1.69324,1.15237,0.92375,0.00033425,0.00033425,0.00033425
76,156.204,1.64569,1.09135,0.89716,0.43652,0.52165,0.53017,0.36111,1.72874,1.12708,0.91785,0.000321875,0.000321875,0.000321875
77,158.134,1.83718,1.23727,0.93107,0.57091,0.5089,0.52891,0.35827,1.70884,1.11799,0.90805,0.0003095,0.0003095,0.0003095
78,160.112,1.70031,1.19142,0.91138,0.6103,0.55339,0.59257,0.40405,1.71649,1.09492,0.91694,0.000297125,0.000297125,0.000297125
79,162.036,1.63434,1.07864,0.90587,0.88829,0.53205,0.58546,0.41672,1.70085,1.08072,0.92355,0.00028475,0.00028475,0.00028475
80,164.007,1.60224,1.08785,0.90795,0.86361,0.5545,0.58029,0.4088,1.72818,1.07989,0.9237,0.000272375,0.000272375,0.000272375
81,165.919,1.65003,1.06962,0.89848,0.92135,0.55549,0.58489,0.41124,1.74393,1.08827,0.92221,0.00026,0.00026,0.00026
82,167.868,1.63602,1.06646,0.89523,0.52387,0.59075,0.60299,0.34418,1.74424,1.14772,0.93113,0.000247625,0.000247625,0.000247625
83,169.808,1.58481,1.02952,0.89995,0.42543,0.53904,0.57385,0.34958,1.7433,1.19029,0.9369,0.00023525,0.00023525,0.00023525
84,171.765,1.62351,1.03339,0.90419,0.34951,0.60445,0.61245,0.37533,1.70813,1.13649,0.92543,0.000222875,0.000222875,0.000222875
85,173.724,1.64207,1.04743,0.91317,0.27132,0.5976,0.61488,0.38192,1.67977,1.13461,0.91538,0.0002105,0.0002105,0.0002105
86,175.71,1.65669,1.04851,0.90456,0.69125,0.29209,0.60696,0.39094,1.68691,1.15779,0.91325,0.000198125,0.000198125,0.000198125
87,177.63,1.6313,1.09889,0.88879,0.27039,0.60445,0.60605,0.33281,1.69896,1.13696,0.91358,0.00018575,0.00018575,0.00018575
88,179.632,1.66331,1.05542,0.89467,0.46963,0.59418,0.60924,0.43502,1.65316,1.08141,0.90966,0.000173375,0.000173375,0.000173375
89,181.56,1.64533,1.00308,0.92316,0.51144,0.59075,0.61386,0.44519,1.63531,1.05677,0.90462,0.000161,0.000161,0.000161
90,183.552,1.6561,1.00329,0.90174,0.53855,0.5839,0.61874,0.45471,1.62634,1.04196,0.90758,0.000148625,0.000148625,0.000148625
91,206.518,1.66777,1.14929,0.92417,0.57105,0.57195,0.61417,0.45416,1.62363,1.02544,0.90512,0.00013625,0.00013625,0.00013625
92,208.722,1.59208,1.05412,0.92164,0.61012,0.55651,0.62162,0.43301,1.60761,1.0021,0.90159,0.000123875,0.000123875,0.000123875
93,210.726,1.64843,1.17573,0.90936,0.64213,0.55308,0.62536,0.45616,1.60052,0.99023,0.89946,0.0001115,0.0001115,0.0001115
94,212.744,1.56359,1.11056,0.90539,0.92387,0.53596,0.62301,0.43131,1.59472,1.00295,0.89671,9.9125e-05,9.9125e-05,9.9125e-05
95,214.727,1.54465,1.05164,0.92446,0.93717,0.52648,0.62449,0.4334,1.58349,0.99322,0.89488,8.675e-05,8.675e-05,8.675e-05
96,216.695,1.53441,1.01113,0.91659,0.95006,0.52361,0.62746,0.45994,1.58999,0.99361,0.8978,7.4375e-05,7.4375e-05,7.4375e-05
97,218.646,1.56566,1.02537,0.91869,0.95713,0.52109,0.62612,0.46121,1.58606,0.99973,0.89661,6.2e-05,6.2e-05,6.2e-05
98,220.614,1.55387,1.03876,0.92211,0.95372,0.52449,0.62442,0.45904,1.58458,1.01133,0.89721,4.9625e-05,4.9625e-05,4.9625e-05
99,222.568,1.59019,1.06424,0.9016,0.94419,0.53609,0.62193,0.4583,1.57991,1.01705,0.89742,3.725e-05,3.725e-05,3.725e-05
100,224.557,1.57863,1.0456,0.88955,0.93833,0.55308,0.6172,0.46629,1.57974,1.0309,0.8963,2.4875e-05,2.4875e-05,2.4875e-05
